"seq","sec","x","y"
24975,124.875,-6.866009712219238,-0.6329663991928101
24976,124.88,-6.86529016494751,-0.6250103116035461
24977,124.885,-6.864566326141357,-0.6170545816421509
24978,124.89,-6.863838195800781,-0.609099268913269
24979,124.895,-6.863106727600098,-0.6011443138122559
24980,124.9,-6.862370491027832,-0.5931897759437561
24981,124.905,-6.861630439758301,-0.5852355360984802
24982,124.91,-6.860886573791504,-0.5772817134857178
24983,124.915,-6.860103130340576,-0.5689613223075867
24984,124.92,-6.859299659729004,-0.5606392025947571
24985,124.925,-6.8584747314453125,-0.5523190498352051
24986,124.93,-6.857629299163818,-0.544001042842865
24987,124.935,-6.856762409210205,-0.5356851816177368
24988,124.94,-6.855875015258789,-0.5273715853691101
24989,124.945,-6.854966640472412,-0.5190601348876953
24990,124.95,-6.854037761688232,-0.5107510685920715
24991,124.955,-6.853087425231934,-0.502444326877594
24992,124.96,-6.852116107940674,-0.49413999915122986
24993,124.965,-6.8511247634887695,-0.4858381748199463
24994,124.97,-6.850111961364746,-0.4775388240814209
24995,124.975,-6.84907865524292,-0.46924203634262085
24996,124.98,-6.848024368286133,-0.4609479010105133
24997,124.985,-6.846949100494385,-0.45265644788742065
24998,124.99,-6.845853328704834,-0.4443677067756653
24999,124.995,-6.844736576080322,-0.4360816776752472
25000,125.0,-6.843599319458008,-0.4277985692024231
25001,125.005,-6.842440605163574,-0.41951826214790344
25002,125.01,-6.841261863708496,-0.41124096512794495
25003,125.015,-6.839954376220703,-0.4022277593612671
25004,125.02,-6.838605880737305,-0.3932131230831146
25005,125.025,-6.837216854095459,-0.3842046558856964
25006,125.03,-6.835786819458008,-0.3752025365829468
25007,125.035,-6.834316730499268,-0.3662068843841553
25008,125.04,-6.832805633544922,-0.35721802711486816
25009,125.045,-6.831254482269287,-0.3482360243797302
25010,125.05,-6.829661846160889,-0.3392612338066101
25011,125.055,-6.828029155731201,-0.33029356598854065
25012,125.06,-6.826356410980225,-0.3213334083557129
25013,125.065,-6.824643135070801,-0.31238093972206116
25014,125.07,-6.82288932800293,-0.3034362494945526
25015,125.075,-6.821094989776611,-0.29449957609176636
25016,125.08,-6.819260120391846,-0.2855710983276367
25017,125.085,-6.817385673522949,-0.27665090560913086
25018,125.09,-6.8154706954956055,-0.26773935556411743
25019,125.095,-6.813515663146973,-0.2588365077972412
25020,125.1,-6.811520576477051,-0.2499426007270813
25021,125.105,-6.80948543548584,-0.24105772376060486
25022,125.11,-6.80741024017334,-0.23218217492103577
25023,125.115,-6.805123329162598,-0.2225978672504425
25024,125.12,-6.8028106689453125,-0.21301212906837463
25025,125.125,-6.800473690032959,-0.2034321427345276
25026,125.13,-6.798112392425537,-0.19385811686515808
25027,125.135,-6.795727729797363,-0.18429002165794373
25028,125.14,-6.793318271636963,-0.17472794651985168
25029,125.145,-6.7908854484558105,-0.16517192125320435
25030,125.15,-6.788428783416748,-0.15562209486961365
25031,125.155,-6.785947322845459,-0.1460784375667572
25032,125.16,-6.783442497253418,-0.13654106855392456
25033,125.165,-6.780913829803467,-0.1270100176334381
25034,125.17,-6.778360843658447,-0.11748531460762024
25035,125.175,-6.775784015655518,-0.1079670786857605
25036,125.18,-6.773183345794678,-0.09845530986785889
25037,125.185,-6.7705583572387695,-0.08895018696784973
25038,125.19,-6.767909526824951,-0.07945165038108826
25039,125.195,-6.765237808227539,-0.06995972990989685
25040,125.2,-6.762541770935059,-0.06047463417053223
25041,125.205,-6.759821891784668,-0.05099618434906006
25042,125.21,-6.757078170776367,-0.04152470827102661
25043,125.215,-6.754271984100342,-0.03192788362503052
25044,125.22,-6.751460075378418,-0.022331178188323975
25045,125.225,-6.74864387512207,-0.012735962867736816
25046,125.23,-6.745822429656982,-0.003142118453979492
25047,125.235,-6.7429962158203125,0.006450235843658447
25048,125.24,-6.740164756774902,0.016041159629821777
25049,125.245,-6.73732852935791,0.025630593299865723
25050,125.25,-6.734487533569336,0.03521859645843506
25051,125.255,-6.73164176940918,0.044805049896240234
25052,125.26,-6.728790760040283,0.05439019203186035
25053,125.265,-6.725934982299805,0.06397384405136108
25054,125.27,-6.723073959350586,0.07355606555938721
25055,125.275,-6.720208644866943,0.08313673734664917
25056,125.28,-6.7173380851745605,0.09271597862243652
25057,125.285,-6.714462757110596,0.10229372978210449
25058,125.29,-6.711582183837891,0.11186999082565308
25059,125.295,-6.7086968421936035,0.12144482135772705
25060,125.3,-6.705806732177734,0.13101822137832642
25061,125.305,-6.702911853790283,0.14059007167816162
25062,125.31,-6.70001220703125,0.15016049146652222
25063,125.315,-6.697107315063477,0.15973001718521118
25064,125.32,-6.694216728210449,0.16930371522903442
25065,125.325,-6.691339492797852,0.17888164520263672
25066,125.33,-6.688477039337158,0.18846392631530762
25067,125.335,-6.685628890991211,0.19805043935775757
25068,125.34,-6.682795524597168,0.2076411247253418
25069,125.345,-6.679975509643555,0.21723610162734985
25070,125.35,-6.677170276641846,0.2268351912498474
25071,125.355,-6.674379348754883,0.2364385724067688
25072,125.36,-6.671602725982666,0.24604594707489014
25073,125.365,-6.668840408325195,0.25565749406814575
25074,125.37,-6.6660919189453125,0.26527315378189087
25075,125.375,-6.663358211517334,0.2748929262161255
25076,125.38,-6.66063928604126,0.28451675176620483
25077,125.385,-6.657933712005615,0.29414457082748413
25078,125.39,-6.655242919921875,0.30377644300460815
25079,125.395,-6.652566432952881,0.31341230869293213
25080,125.4,-6.649904251098633,0.3230521082878113
25081,125.405,-6.647256851196289,0.3326959013938904
25082,125.41,-6.644623279571533,0.34234362840652466
25083,125.415,-6.642004013061523,0.3519980311393738
25084,125.42,-6.63941764831543,0.36166149377822876
25085,125.425,-6.63686466217041,0.37133389711380005
25086,125.43,-6.634346008300781,0.38101518154144287
25087,125.435,-6.631861209869385,0.3907051682472229
25088,125.44,-6.6294097900390625,0.4004036784172058
25089,125.445,-6.626992702484131,0.4101107716560364
25090,125.45,-6.624609470367432,0.4198262095451355
25091,125.455,-6.622259616851807,0.4295498728752136
25092,125.46,-6.619944095611572,0.4392818212509155
25093,125.465,-6.61766242980957,0.44902175664901733
25094,125.47,-6.615414619445801,0.4587695598602295
25095,125.475,-6.613201141357422,0.46852511167526245
25096,125.48,-6.611021518707275,0.4782884120941162
25097,125.485,-6.6088762283325195,0.48805928230285645
25098,125.49,-6.606764316558838,0.49783748388290405
25099,125.495,-6.604687213897705,0.5076229572296143
